date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:58:16	14610/14610	---M--	200	added ('OK')	image/jpeg	etag:%223083269c964220229bc11a30532dbf0c%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/cat-gal-small-2.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/cat-gal-small-2.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/index-3.html)
16:58:16	24285/24285	---M--	200	added ('OK')	image/png	etag:%222af5186cc158bf6f071aeafc233b5924%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/cat-gal-mid-2.png	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/cat-gal-mid-2.png	(from https://demo.hasthemes.com/pustok-preview/pustok/index-3.html)
16:58:17	6515/6515	---M--	200	added ('OK')	image/png	etag:%2257edf6fb761f2baf05001fbc54af2d6a%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/client-1.png	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/client-1.png	(from https://demo.hasthemes.com/pustok-preview/pustok/index-3.html)
16:58:18	8330/8330	---M--	200	added ('OK')	image/png	etag:%222de1bdd82a9f55a4e7ae5ab9046a8ea4%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/client-2.png	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/client-2.png	(from https://demo.hasthemes.com/pustok-preview/pustok/index-3.html)
16:58:19	6780/6780	---M--	200	added ('OK')	image/png	etag:%22acc9de82a7e592191a761a9b523172fd%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/client-3.png	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/client-3.png	(from https://demo.hasthemes.com/pustok-preview/pustok/index-3.html)
16:58:19	6681/6681	---M--	200	added ('OK')	image/png	etag:%2279ee65a8fd84be73ff1c05a79e793279%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/client-4.png	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/client-4.png	(from https://demo.hasthemes.com/pustok-preview/pustok/index-3.html)
16:58:20	5968/5968	---M--	200	added ('OK')	image/png	etag:%2245c886d6577a95d04b249958944fe8a3%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/client-5.png	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/client-5.png	(from https://demo.hasthemes.com/pustok-preview/pustok/index-3.html)
16:58:20	24074/24074	---M--	200	added ('OK')	image/jpeg	etag:%22076609f24bd7d145753f82c08c56a178%22	https://demo.hasthemes.com/pustok-preview/pustok/image/bg-images/home-4-slider-1.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/bg-images/home-4-slider-1.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/index-4.html)
16:58:20	110908/110908	---M--	200	added ('OK')	image/jpeg	etag:%221b3b820ccd505984aadd8e432fd51099%22	https://demo.hasthemes.com/pustok-preview/pustok/image/bg-images/home-4-slider-2.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/bg-images/home-4-slider-2.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/index-4.html)
16:58:22	23181/23181	---M--	200	added ('OK')	image/jpeg	etag:%22b8b8759975ef9bfb9e5eae885ffaa935%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/home-side-promo.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/home-side-promo.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/index-4.html)
16:58:22	18703/18703	---M--	200	added ('OK')	image/jpeg	etag:%222d4b8f8e621250aadfd434b8877f59a1%22	https://demo.hasthemes.com/pustok-preview/pustok/image/bg-images/promo-banner-with-text-big.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/bg-images/promo-banner-with-text-big.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/index-4.html)
16:58:23	12359/12359	---M--	200	added ('OK')	image/jpeg	etag:%224f648712fe58932fb992222b4464bdf6%22	https://demo.hasthemes.com/pustok-preview/pustok/image/bg-images/promo-banner-with-text-2--small.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/bg-images/promo-banner-with-text-2--small.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/index-4.html)
16:58:23	16408/16408	---M--	200	added ('OK')	image/jpeg	etag:%220a7f67f54b302046e448ce99ebb6f59f%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/home-blog-1.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/home-blog-1.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/index-4.html)
16:58:24	10841/10841	---M--	200	added ('OK')	image/jpeg	etag:%2239b780fbef823c0199a8a13cd1149c81%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/home-blog-2.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/home-blog-2.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/index-4.html)
16:58:25	1027/1027	---M--	200	added ('OK')	image/png	etag:%2285ad1f14170ccfecbd89e3adbdf29f2d%22	https://demo.hasthemes.com/pustok-preview/pustok/image/icon/author-logo.png	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/icon/author-logo.png	(from https://demo.hasthemes.com/pustok-preview/pustok/product-details.html)
16:58:26	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Sun,%2020%20Dec%202020%2009:58:25%20GMT	https://demo.hasthemes.com/pustok-preview/pustok/single-product.html	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/single-product.html	(from https://demo.hasthemes.com/pustok-preview/pustok/order-complete.html)
16:58:26	34844/34844	---M--	200	added ('OK')	image/jpeg	etag:%2263c5a0989700d7fdaf94374ee241b581%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/blog-grid-4.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/blog-grid-4.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/blog.html)
16:58:27	20802/20802	---M--	200	added ('OK')	image/jpeg	etag:%22962373db5a5aa31a489f9ff00946c879%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/blog-img-big-1.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/blog-img-big-1.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/blog-details.html)
16:58:27	24031/24031	---M--	200	added ('OK')	image/jpeg	etag:%22fa8a853a8801e403f563b8cb295c164b%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/blog-img-big-2.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/blog-img-big-2.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/blog-details-gallery.html)
16:58:31	217308/217308	---M--	200	added ('OK')	image/jpeg	etag:%2283e6f8f2d0a7fd83a9c099390f4f71be%22	https://demo.hasthemes.com/pustok-preview/pustok/image/others/blog-img-big-3.jpg	D:/LAPTRINH/BACK_END/ASP.net/_template/www/demo.hasthemes.com/pustok-preview/pustok/image/others/blog-img-big-3.jpg	(from https://demo.hasthemes.com/pustok-preview/pustok/blog-details-gallery.html)
